,,,,,,,,,,,,,,,,,,,,,,,,
idpub,brdxdy,sexrsp,deatyr,pi5760,pop57,yrer74,mx001rer,ru024rec,mz023rer,gx201re,gu024re,iz023rer,gi503re,hx201re,hu024re,jz023rer,hi503rea,q1x001rer,q1u024re,q1z023rer,q1i503rea,q1c003re,hd201kd,dglev
900960,39,2,2015,50,9,-3,4,0,12,3,0,2,8,,,,,,,,,,,-2
900966,40,2,-2,85,4,1,4,5,2,2,5,1,6,-30,-30,-29,-30,4,-2,0,6,1,3,-2
900969,39,2,-2,63,4,40,,0,,3,0,0,6,4,-2,,4,,,,,,5,1
900977,39,2,-2,20,3,0,5,-2,4,2,-2,8,-2,2,-2,2,-2,,,,,,3,-2
900979,39,2,-2,15,4,0,4,0,8,3,0,4,8,,,,,,,,,,,-2
900986,-3,1,1959,45,9,-3,,,,,,,,,,,,,,,,,,-3
900991,39,1,-2,24,2,130,,0,,2,0,5,5,2,-2,3,5,4,-2,1,4,1,5,-2
900992,39,2,1999,10,2,8,4,-2,2,,,,,,,,,,,,,,,-2
900994,39,1,-2,65,6,-3,,0,,3,-5,,-5,,,,,,,,,,,-2
900995,39,2,-2,11,3,1,5,0,8,2,5,6,7,1,5,0,10,3,-2,0,7,1,2,-2
900996,39,2,-2,56,6,0,,,,,,,,,,,,,,,,,,-2
900998,39,1,-2,38,6,150,4,-2,3,3,-2,2,-2,1,-2,2,-2,,,,,,2,2
900999,39,2,2014,23,4,0,4,-2,4,3,-2,-3,-2,-30,-30,2,-30,,,,,,1,-2
901006,39,2,-2,43,5,0,4,0,0,3,0,0,7,4,2,0,5,,,,,,4,-2
901010,-3,2,-2,40,7,-3,,,,,,,,,,,,,,,,,,-3
901013,39,2,-2,26,7,-3,5,0,4,1,7,6,11,2,-2,4,8,4,-2,1,0,1,3,-2
901014,38,2,-2,71,6,0,3,-2,7,3,-2,2,-2,,,,,,,,,,,-2
901015,39,1,-2,90,4,122,4,-2,2,2,-2,2,-2,2,-2,2,-2,,,,,,1,3
901016,39,2,2013,37,5,0,4,0,4,4,0,1,4,,,,,,,,,,,-2
901017,39,2,-2,131,6,130,5,0,16,1,0,28,8,1,-2,8,6,4,-2,0,7,0,0,2
901019,39,2,-2,77,6,0,4,-2,6,3,-2,4,-2,2,-2,3,-2,,,,,,5,-2
901021,40,2,-2,31,3,30,4,0,2,2,0,6,6,2,-2,3,6,4,-2,2,5,1,4,-2
901022,37,1,-2,-3,2,125,4,0,20,4,0,12,4,5,-2,30,9,1,4,0,0,1,3,-2
901023,39,1,1995,83,6,187,4,-2,2,,,,,,,,,,,,,,,-2
901029,39,1,-2,63,9,350,,5,,1,0,,10,1,-2,2,5,5,4,10,5,3,7,2
901031,39,2,-2,-3,4,130,4,0,6,2,0,4,7,2,-2,2,6,4,-2,2,6,1,3,-2
901033,-3,2,-2,44,9,-3,,,,3,,0,,,,,,,,,,,,-3
901034,39,1,-2,71,2,200,4,0,8,2,0,8,12,2,-2,4,11,,,,,,4,2
901035,39,1,2019,33,3,140,4,0,0,2,,0,,3,-2,-29,4,,,,,,3,-2
901036,40,2,-2,-3,9,0,4,6,20,1,4,4,9,1,-2,20,11,5,3,0,11,1,5,-2
901039,39,1,2015,10,2,115,4,-2,1,4,0,2,10,3,2,25,2,,,,,,3,2
901041,39,1,-2,-3,5,120,2,0,1,5,-2,2,-4,5,-2,2,6,,,,,,2,-2
901044,39,1,1998,117,4,121,,-3,,,,,,,,,,,,,,,,2
901048,39,2,-2,11,2,0,4,-2,4,2,-2,5,-2,2,-2,1,-2,4,-2,2,6,1,7,-2
901054,39,1,2005,60,4,-3,4,0,4,3,0,1,6,,,,,,,,,,,-2
901057,39,2,-2,86,9,0,5,-2,3,1,-2,2,-2,2,-2,4,-2,,,,,,3,2
901059,39,2,2013,23,2,120,4,0,4,2,0,4,5,,,,,,,,,,,-2
901061,39,1,1998,69,5,210,4,0,5,,,,,,,,,,,,,,,-2
901062,39,1,-2,61,5,240,5,0,0,1,0,2,10,2,-2,1,10,5,-2,20,12,1,2,2
901065,39,2,-2,38,6,50,4,0,5,3,,4,,,,,,,,,,,,-2
901070,39,1,-2,43,3,125,4,-2,0,3,0,1,0,3,-2,0,0,5,-2,0,8,2,3,-2
901071,38,2,2017,15,3,68,,,,,,,,,,,,,,,,,,-2
901072,38,2,-2,50,3,3,,-2,,2,-2,,-2,2,-2,1,-2,4,-2,0,6,1,1,1
901074,-3,1,1963,85,6,-3,,,,,,,,,,,,,,,,,,-3
901076,39,1,-2,54,3,210,4,-2,3,2,-2,3,-2,1,-2,1,-2,,,,,,4,-2
901077,39,2,-2,50,7,80,3,-2,1,3,-2,0,-2,2,-2,1,-2,,,,,,4,-2
901078,39,1,-2,51,3,220,5,0,3,3,0,3,6,3,-2,3,5,4,-2,3,6,1,2,-2
901085,-3,1,1957,82,7,-3,,,,,,,,,,,,,,,,,,-3
901088,39,2,-2,15,4,50,4,-2,1,3,0,1,9,3,-2,-29,9,3,4,4,8,1,2,-2
901100,39,2,-2,83,7,0,,-2,,1,-2,,-2,2,-2,4,-2,,,,,,2,-2
901105,39,2,-2,-3,4,0,4,-2,8,3,-2,4,-2,3,-2,2,-2,,,,,,2,2
901106,39,2,-2,44,3,0,4,0,1,3,0,4,6,3,-2,4,4,3,-2,1,6,1,2,-2
901111,39,2,-2,45,2,0,5,0,2,2,0,2,6,2,-2,-29,6,,,,,,6,-2
901117,40,1,2010,103,3,174,4,0,2,3,0,,5,,,,,,,,,,,2
901119,39,2,-2,132,9,0,4,0,2,1,0,2,12,2,-2,-29,10,5,-2,1,6,1,4,2
901120,39,1,-2,110,9,350,5,0,5,1,0,3,6,1,1,4,10,4,5,0,6,1,3,2
901121,38,2,-2,40,8,40,4,-2,0,1,-2,1,-2,2,-2,0,-2,,,,,,1,-2
901123,39,2,-2,49,6,0,3,0,2,3,4,4,8,3,7,0,8,4,-2,2,10,1,4,-2
901125,39,2,-2,38,2,0,4,0,6,1,0,10,12,1,-2,,12,4,-2,0,10,1,4,-2
901126,39,1,-2,164,9,170,5,0,4,1,0,6,12,2,-2,-29,9,-1,-2,3,0,1,4,2
901128,39,2,2011,33,2,23,,-2,,4,-2,4,-2,4,-2,,-2,,,,,,5,-2
901131,39,2,-2,-3,6,0,,0,,,,,,,,,,,,,,,,-2
901132,39,2,-2,58,6,49,4,-2,2,2,,5,,,,,,,,,,,,-2
901133,38,2,-2,74,4,0,5,5,8,2,0,6,7,2,-2,3,6,,,,,,3,-2
901134,39,1,-2,44,4,42,4,0,2,3,0,3,6,3,-2,2,6,4,-2,3,6,1,4,-2
901135,39,2,2017,58,4,110,,0,,1,0,6,-3,,,,,,,,,,,3
901136,38,1,-2,57,4,44,,0,,3,5,,5,2,-2,,5,3,-2,0,0,1,2,-2
901141,39,1,2019,95,4,400,4,0,4,4,0,3,6,5,-2,4,6,,,,,,3,-2
901143,38,1,-2,-3,3,-3,4,0,1,1,0,5,6,2,-2,1,7,,,,,,3,-2
901145,39,2,-2,67,4,80,5,0,2,2,0,-3,5,1,-2,10,5,4,-2,15,3,1,0,-2
901150,39,1,2015,26,3,185,4,0,1,2,0,1,11,3,-2,0,6,,,,,,7,-2
901159,-3,1,-2,65,4,-3,,,,,,,,,,,,,,,,,,-3
901168,39,2,-2,19,9,0,4,0,10,2,,15,,2,-2,16,11,3,-2,2,9,1,2,-2
901169,39,1,2012,-3,2,295,4,0,10,5,0,2,8,4,7,3,5,,,,,,2,-2
901176,39,1,-2,58,6,190,,-2,,2,-2,4,-2,2,-2,4,-2,,,,,,4,2
901178,39,2,-2,-3,2,10,4,0,3,3,0,0,6,2,-2,4,5,4,-2,2,8,2,6,-2
901184,39,1,-2,-3,3,0,,,,3,,2,,,,,,,,,,,,-2
901192,39,2,-2,40,2,48,4,0,2,2,0,2,11,2,-2,6,11,3,2,4,11,1,5,-2
901198,39,1,2016,78,5,480,5,-2,6,3,-2,3,-2,4,-2,3,-2,,,,,,1,-2
901200,39,1,-2,24,9,150,,,,3,-5,,-5,,,,,,,,,,,-2
901209,39,2,-2,59,7,-3,,-2,,1,-2,,-2,,,,,,,,,,,-2
901211,39,2,2006,11,4,30,,7,,,,,,,,,,,,,,,,-2
901213,39,1,2013,48,4,125,5,-2,4,2,-2,4,-2,3,-2,4,-2,,,,,,6,2
901217,39,2,-2,26,3,59,4,6,7,3,7,6,10,3,-2,3,12,4,-2,2,0,1,4,-2
901218,39,2,-2,350,4,0,,0,,1,0,0,8,1,3,,6,,,,,,3,-2
901223,38,1,-2,50,6,68,4,0,2,3,0,2,10,3,-2,4,12,4,-2,1,5,1,2,-2
901224,39,1,2017,79,9,100,,-2,,2,-2,,-2,3,-2,,-2,,,,,,3,-2
901226,38,1,2009,16,5,140,4,-2,2,3,-2,0,-2,,,,,,,,,,,-2
901227,39,2,-2,37,6,0,5,5,10,1,0,7,11,1,-2,0,5,4,-2,4,6,1,3,-2
901228,39,1,-2,-3,4,249,4,0,6,2,0,2,9,2,-2,2,10,5,-2,1,11,2,4,4
901229,39,2,-2,78,9,0,4,-2,0,2,-2,,-2,2,-2,,-2,,,,,,5,-2
901230,39,2,2006,109,9,0,,,,4,-2,,8,,,,,,,,,,,-2
901231,39,1,-2,59,7,190,4,-2,2,2,0,3,6,2,-2,2,10,4,-2,0,6,1,2,3
901233,39,2,-2,79,5,-3,4,-2,3,2,-2,2,-2,2,-2,2,-2,,,,,,3,-2
901238,39,2,-2,81,9,60,5,0,6,4,0,10,4,2,-2,2,6,3,-2,0,10,1,4,-2
901241,39,1,-2,100,6,180,5,0,3,1,0,4,6,1,-2,5,6,4,-2,0,6,1,2,2
901243,39,1,2013,82,6,-3,4,-2,0,1,-2,0,-2,2,-2,-29,-2,,,,,,2,-2
901244,38,2,-2,63,3,100,3,0,5,3,0,1,7,3,-2,1,11,3,-2,2,6,1,5,-2
901245,39,1,2005,49,9,150,4,0,1,4,0,0,-3,,,,,,,,,,,-2
901247,39,1,2012,80,8,144,5,0,2,2,0,,7,4,-2,0,10,,,,,,3,-2
901248,39,1,-2,1,4,165,,,,,,,,,,,,,,,,,,-2
901251,39,1,2012,36,2,130,4,-2,4,1,-2,2,-2,4,-2,10,-2,,,,,,4,3
901254,39,2,-2,45,5,60,,,,1,0,2,9,,,,,,,,,,,-2
901256,37,1,-2,-3,7,130,4,0,0,1,6,4,12,2,-2,2,7,4,6,1,4,2,2,-2
901261,39,1,2016,133,4,200,4,0,0,3,0,0,8,4,-2,0,9,,,,,,6,-2
901267,39,1,-2,54,2,150,4,0,0,1,0,2,5,2,-2,1,6,4,-2,5,0,1,2,-2
901273,39,1,-2,24,2,273,4,0,6,2,0,3,5,3,-2,3,10,4,-2,4,0,1,4,-2
901279,39,2,-2,60,3,60,,-2,,3,-2,5,-2,,,,,,,,,,,-2
901282,39,1,-2,67,9,140,,,,1,0,4,5,-30,-30,2,-30,4,-2,0,4,1,2,-2
901285,39,2,-2,34,3,40,3,0,1,4,-3,5,0,3,5,2,6,3,3,0,0,1,5,-2
901288,39,1,1986,11,3,-3,,,,,,,,,,,,,,,,,,-3
901292,39,1,-2,76,4,0,,-3,,,,,,,,,,,,,,,,-2
901295,40,2,-2,3,2,0,2,5,2,3,0,0,10,4,-2,6,7,4,-2,28,4,2,5,-2
901297,39,2,-2,39,2,0,4,0,1,4,,-3,,,,,,,,,,,,-2
901303,39,1,-2,34,6,150,4,-2,2,3,-2,2,-2,3,-2,0,-2,,,,,,1,-2
901307,38,2,1996,-3,9,-3,5,-2,3,,,,,,,,,,,,,,,-2
901310,39,2,1999,78,2,22,5,-2,2,,,,,,,,,,,,,,,-2
901312,39,1,-2,84,4,110,4,0,2,3,0,6,1,,,,,,,,,,,2
901314,39,1,1974,75,5,-3,,,,,,,,,,,,,,,,,,-3
901315,40,1,2010,44,5,0,,-2,,,,,,,,,,,,,,,,-2
901317,39,2,-2,14,7,50,5,-2,5,1,-2,8,-2,2,-2,5,-2,,,,,,4,-2
901324,39,2,2007,80,8,0,4,0,1,2,1,,5,,,,,,,,,,,-2
901326,39,2,-2,34,3,60,5,0,6,1,0,12,8,,,,,,,,,,,-2
901327,39,2,-2,87,4,0,5,0,15,2,0,4,5,,,,,,,,,,,-2
901329,39,1,1998,-3,6,130,4,0,5,,,,,,,,,,,,,,,2
901330,38,2,-2,73,3,2,4,0,5,2,0,4,9,1,-2,4,1,5,-2,1,7,1,3,-2
901331,38,1,-2,-3,4,90,4,0,3,1,0,4,0,1,-2,4,0,5,-2,4,5,2,1,-2
901333,38,1,-2,-3,2,240,,,,,,,,,,,,,,,,,,-2
901334,37,1,-2,-3,6,0,4,6,0,4,6,0,4,3,-2,0,2,4,-2,4,0,1,5,-2
901337,39,1,1985,56,4,70,,,,,,,,,,,,,,,,,,-2
901338,39,1,2012,140,6,120,,0,,4,-5,,-5,4,5,,6,,,,,,1,-2
901339,38,1,1990,120,7,300,,,,,,,,,,,,,,,,,,4
901343,39,2,-2,99,6,3,4,0,2,3,0,1,6,3,-2,,9,3,5,0,5,1,2,1
901344,39,2,-2,47,6,4,4,0,10,3,0,7,8,-30,-30,4,-30,3,-2,2,6,1,3,-2
901358,39,1,-2,9,3,90,4,0,3,2,0,0,10,2,-2,-29,5,4,-2,1,4,2,3,-2
901359,39,2,2009,67,4,0,4,0,2,,,,,,,,,,,,,,,-2
901360,38,1,2018,91,7,140,4,-2,1,,,,,3,-2,-29,-2,,,,,,4,-2
901361,40,2,-2,121,9,9,,-2,,3,5,0,-4,4,5,,6,,,,,,1,2
901362,-3,2,-2,15,2,-3,,,,,,,,,,,,,,,,,,-3
901366,39,2,1999,71,5,0,,0,,,,,,,,,,,,,,,,-2
901367,39,1,-2,55,5,140,4,0,2,2,0,4,0,,,,,,,,,,,-2
901373,37,2,-2,46,9,0,,,,,,,,,,,,,,,,,,-2
901376,39,1,1974,34,9,-3,,,,,,,,,,,,,,,,,,-3
901379,39,1,-2,74,7,400,,-3,,1,0,-3,7,2,-2,-29,5,4,-2,3,0,2,6,-2
901380,-3,1,1998,105,7,-3,,,,,,,,,,,,,,,,,,-3
901387,39,2,-2,91,3,80,4,0,6,2,0,4,10,3,-2,3,6,3,6,0,10,1,2,-2
901395,39,1,-2,68,6,200,5,0,1,1,0,4,6,3,-2,2,5,3,-2,20,4,2,6,2
901398,39,1,2004,174,5,150,4,0,0,5,0,0,4,,,,,,,,,,,2
901399,39,1,-2,58,6,190,,-2,,1,-2,,-2,1,-2,3,-2,,,,,,3,3
901402,39,2,-2,42,6,0,4,-2,2,2,-2,2,-2,2,-2,-29,-2,,,,,,2,-2
901404,39,2,-2,69,5,97,5,0,8,1,0,4,10,2,-2,1,6,4,5,5,6,1,2,-2
901410,39,1,2013,62,6,175,,-2,,1,-2,4,-2,2,-2,5,-2,,,,,,2,2
901411,39,2,2019,72,9,-3,,0,,2,0,4,6,4,-2,,6,,,,,,4,-2
901412,39,1,-2,46,2,50,,0,,,,,,,,,,,,,,,,-2
901413,38,2,-2,55,6,10,5,0,4,1,0,,0,2,-2,15,6,,,,,,6,-2
901414,39,1,-2,-3,9,130,4,0,4,2,0,1,0,2,-2,,1,,,,,,4,-2
901421,39,1,2002,53,7,20,5,4,-3,,,,,,,,,,,,,,,3
901422,39,1,-2,56,9,180,5,-2,1,2,,2,,3,-2,2,-2,4,5,7,9,1,4,-2
901429,39,1,-2,13,4,135,4,7,2,1,0,2,11,3,-2,-29,10,4,3,2,6,1,2,2
901432,39,1,-2,51,4,220,5,0,2,3,0,,9,2,-2,4,6,4,-2,0,3,1,3,3
901436,39,2,-2,75,4,25,5,0,4,1,4,2,12,1,-2,4,10,5,-2,5,10,1,3,-2
901437,38,1,2017,61,4,-3,5,0,40,2,0,4,-3,1,-2,4,-2,,,,,,2,-2
901441,38,2,2008,79,7,0,4,0,10,3,0,2,1,,,,,,,,,,,-2
901444,39,2,-2,77,9,39,4,0,3,3,0,10,6,3,-2,,6,3,-2,12,0,1,1,-2
901445,39,2,-2,137,4,18,3,-2,4,3,-2,3,-2,4,-2,2,-2,,,,,,3,-2
901452,39,2,-2,18,2,0,,,,,,,,,,,,,,,,,,-2
901455,38,2,-2,58,4,30,,-2,,3,-2,2,-5,-30,-30,-29,-30,,,,,,2,-2
901463,39,1,-2,11,9,140,5,-2,1,2,-2,5,-2,2,-2,4,-2,5,-2,0,6,2,5,-2
901464,39,2,-2,64,6,39,4,0,2,2,0,2,6,2,-2,2,8,3,-2,0,6,1,3,-2
901474,39,2,1994,70,9,0,1,-2,1,,,,,,,,,,,,,,,-2
901475,39,2,2004,80,9,0,,,,,,,,,,,,,,,,,,-2
901477,39,1,-2,66,6,0,,-3,,3,0,1,6,1,-2,1,0,4,3,1,5,2,3,-2
901478,38,2,2016,7,2,45,,0,,3,0,-3,9,3,-2,-29,10,,,,,,1,-2
901483,39,2,1999,65,9,113,,6,,,,,,,,,,,,,,,,2
901487,39,1,1988,53,9,190,,,,,,,,,,,,,,,,,,-2
901494,39,1,2012,93,6,180,4,0,4,4,0,4,11,3,-2,4,5,,,,,,4,-2
901495,39,2,-2,-3,9,-3,4,-2,7,,,,,,,,,,,,,,,-2
901498,38,1,-2,54,2,129,4,-2,4,1,-2,1,-2,2,-2,2,-2,,,,,,2,-2
901499,39,2,-2,67,7,100,4,-2,2,3,-2,3,-5,,,,,,,,,,,-2
901500,40,1,-2,61,4,160,4,0,6,2,0,10,6,2,-2,4,11,4,-2,4,10,2,4,-2
901501,39,2,-2,30,7,105,,,,1,5,4,7,4,6,-29,0,4,-2,0,9,1,3,-2
901502,39,1,-2,20,2,55,4,-2,3,3,-2,,0,4,4,,6,,,,,,0,2
901506,39,2,2015,37,5,6,4,6,3,2,6,4,6,3,3,21,6,,,,,,2,-2
901510,39,2,2005,40,7,38,5,0,5,3,0,4,11,,,,,,,,,,,-2
901514,39,2,2016,-3,4,0,5,0,-3,1,0,-3,7,1,-2,-29,5,,,,,,5,-2
901516,39,2,-2,134,9,17,5,-2,4,1,-2,6,-2,3,-2,4,-2,,,,,,3,2
901522,39,1,-2,38,3,82,4,2,6,3,3,15,6,3,1,3,10,,,,,,0,-2
901524,39,1,1972,42,3,-3,,,,,,,,,,,,,,,,,,-3
901525,39,1,-2,61,5,126,4,0,0,1,0,1,5,3,-2,-29,5,4,-2,3,4,2,8,-2
901527,39,1,-2,65,4,0,4,-2,1,3,-2,1,-2,3,-2,1,-2,,,,,,2,-2
901529,39,2,-2,-3,6,22,4,-2,4,1,-2,-3,-2,2,-2,6,-2,,,,,,3,2
901543,39,2,1999,147,5,3,,6,,,,,,,,,,,,,,,,2
901544,39,2,-2,51,4,51,4,6,4,4,0,4,7,3,-2,2,9,4,-2,3,7,0,3,-2
901545,39,2,-2,4,7,0,,,,,,,,,,,,,,,,,,-2
901547,39,1,2005,72,6,0,,,,4,,-3,,,,,,,,,,,,-2
901557,39,2,-2,115,5,125,4,7,4,3,5,4,10,3,-2,3,10,2,-2,12,11,2,6,-2
901559,39,2,-2,292,9,0,4,3,3,2,0,5,12,2,-2,4,9,4,4,3,4,1,2,2
901567,39,2,-2,19,2,50,,-3,,,,,,,,,,,,,,,,-2
901570,39,1,-2,50,4,150,,0,,2,0,28,6,,,,,4,-2,10,6,1,,-2
901576,37,2,-2,-3,6,0,4,0,0,3,-2,0,6,,,,,,,,,,,-2
901578,39,2,-2,-3,2,-3,4,0,10,,,,,1,-2,3,6,4,-2,2,4,3,5,-2
901584,39,2,-2,71,8,0,,1,,2,0,1,7,2,-2,10,8,3,2,3,6,1,2,-2
901588,38,1,-2,49,4,120,5,-2,3,1,-2,1,-2,1,-2,2,-2,,,,,,1,-2
901589,37,1,-2,-3,7,140,4,0,6,4,7,2,0,3,-2,2,4,3,6,4,0,3,6,-2
901593,39,1,-2,71,2,0,4,-2,1,3,-2,,-2,,,,,,,,,,,-2
901602,39,1,-2,67,9,140,3,0,2,2,-2,1,8,,,,,,,,,,,-2
901615,39,2,2019,92,6,60,,6,,2,6,,0,3,-2,3,6,,,,,,9,-2
901619,-3,1,-2,-3,4,-3,,,,,,,,,,,,,,,,,,-3
901624,38,2,-2,29,8,0,,0,,3,,-3,,2,-2,,5,,,,,,1,-2
901625,39,1,-2,43,4,65,4,0,0,2,,8,,1,5,5,2,4,-2,0,2,1,2,-2
901629,39,2,-2,57,2,0,4,0,10,3,0,8,7,2,-2,10,9,4,6,10,6,2,4,-2
901634,39,2,-2,137,4,-3,4,-2,2,3,6,2,8,,,,,,,,,,,-2
901636,39,2,-2,105,2,70,5,0,20,2,0,6,9,,,,,,,,,,,-2
901639,39,2,2007,62,6,0,5,-2,4,2,-2,2,-2,,,,,,,,,,,-2
901640,38,1,2012,57,2,200,4,0,1,3,0,,0,3,-2,-29,5,,,,,,4,-2
901643,38,2,1993,110,9,140,,,,,,,,,,,,,,,,,,-2
901645,38,1,2010,36,6,119,4,0,0,4,,-3,,,,,,,,,,,,-2
901652,39,2,2003,-3,2,0,,,,,,,,,,,,,,,,,,-2
901653,38,1,2018,26,9,120,5,7,2,1,0,6,11,3,-2,3,5,,,,,,2,2
901654,39,2,-2,24,2,0,4,-2,4,2,0,1,6,2,-2,3,8,4,-2,16,8,1,4,-2
901657,-3,2,-2,102,5,-3,,,,,,,,,,,,,,,,,,-3
901659,-3,1,2003,145,9,-3,,,,,,,,,,,,,,,,,,-3
901665,38,1,-2,85,5,200,,0,,3,0,,4,2,-2,3,4,,,,,,4,-2
901667,40,2,-2,42,4,-3,4,0,2,1,-5,,-5,2,-2,2,8,4,-2,0,8,3,5,-2
901670,39,2,-2,-3,4,0,,0,,2,0,0,12,1,-2,1,8,,,,,,4,-2
901673,39,1,2017,36,3,160,4,0,1,1,0,4,5,,,,,,,,,,,3
901678,39,2,-2,-3,4,0,5,0,6,2,0,2,10,3,4,4,8,3,6,0,4,2,4,-2
901679,38,1,2017,35,4,73,,,,2,,20,,,,,,,,,,,,-2
901682,39,1,-2,84,6,195,5,0,2,1,0,2,9,1,-2,5,10,4,-2,0,12,1,4,3
901688,39,2,-2,56,2,45,4,0,3,1,0,3,6,1,-2,1,6,,,,,,6,-2
901692,38,1,2001,24,5,-3,,-2,,,,,,,,,,,,,,,,4
901705,39,1,2019,58,2,170,4,0,4,3,0,7,8,3,-2,3,6,,,,,,2,-2
901706,40,1,-2,44,4,0,,-2,,,,,,2,-2,,8,4,-2,4,0,1,4,-2
901710,39,1,-2,34,3,74,,0,,1,0,,9,2,-2,1,8,5,1,20,7,1,0,-2
901713,39,1,-2,13,3,140,3,0,3,2,0,5,8,3,-2,4,10,4,-2,0,4,1,0,-2
901714,38,2,-2,-3,6,26,4,0,10,3,,2,,,,,,,,,,,,-2
901716,39,1,-2,74,5,145,4,1,2,3,0,1,10,3,-2,2,10,2,-2,1,9,1,2,-2
901718,39,1,1997,68,2,90,3,0,1,,,,,,,,,,,,,,,-2
901720,40,2,-2,-3,2,0,4,0,2,4,0,2,6,4,-2,2,6,4,-2,0,5,1,7,-2
901721,38,2,-2,63,3,-3,4,0,4,,,,,,,,,,,,,,,-2
901736,39,1,-2,70,9,120,4,-2,1,3,-2,0,-2,2,-2,0,-2,,,,,,5,2
901742,39,2,-2,86,9,0,5,0,0,2,0,1,10,2,-2,-29,8,4,-2,20,5,1,2,-2
901748,39,1,-2,51,8,-3,5,0,6,1,0,3,0,1,-2,1,5,5,-2,8,11,1,2,3
901751,38,2,2010,63,6,43,,5,,,,,,,,,,,,,,,,1
901756,39,2,-2,49,5,7,,-3,,2,5,6,0,-30,-30,7,-30,,,,,,3,-2
901757,38,2,-2,-3,8,14,4,6,1,,,,,,,,,,,,,,,2
901761,39,1,2017,39,6,125,3,-2,4,3,0,3,6,3,-2,3,4,,,,,,3,-2
901762,38,1,-2,69,4,128,5,-2,2,2,-2,5,-2,,,,,,,,,,,-2
901766,39,1,-2,157,6,200,4,0,2,2,0,4,7,1,-2,2,5,5,-2,0,5,1,2,2
901768,39,1,2011,48,4,-3,4,0,0,3,0,0,4,,,,,,,,,,,-2
901769,39,1,-2,65,3,0,5,-2,2,1,-2,4,-2,3,-2,4,-2,,,,,,4,-2
901773,39,1,2017,82,7,125,4,0,0,,,,,,,,,,,,,,,-2
901774,37,2,-2,88,9,0,,0,,,,,,,,,,,,,,,,-2
901775,39,1,2008,30,4,315,2,0,1,5,0,10,5,,,,,,,,,,,-2
901777,39,2,-2,84,9,0,3,7,3,2,7,1,11,2,5,6,8,5,-2,20,4,1,3,-2
901782,39,2,-2,5,4,18,,,,1,0,4,5,-30,-30,3,-30,,,,,,3,-2
901784,39,1,1997,96,2,117,4,2,10,,,,,,,,,,,,,,,3
901785,39,1,1983,88,3,-3,,,,,,,,,,,,,,,,,,-3
901789,39,1,2009,-3,9,175,5,-2,1,1,-2,2,-2,,,,,,,,,,,2
901792,39,1,1987,41,6,135,,,,,,,,,,,,,,,,,,-2
901793,39,2,-2,39,5,0,4,0,1,1,0,2,9,2,-2,3,9,3,-2,0,9,1,5,-2
901794,39,2,-2,25,5,0,3,0,4,2,-2,8,11,3,6,15,6,4,5,0,0,1,6,-2
901797,38,2,1976,82,4,80,,,,,,,,,,,,,,,,,,-2
901801,-3,1,-2,49,2,-3,,,,,,,,,,,,,,,,,,-3
901803,39,2,-2,41,4,70,5,6,2,3,0,2,5,3,-2,6,7,3,-2,0,6,3,3,-2
901807,39,1,-2,128,7,390,5,0,6,,,,,1,-2,,-2,,,,,,3,2
901812,39,1,-2,40,4,100,4,-2,1,1,-2,2,-2,2,-2,1,-2,,,,,,3,-2
901813,39,2,-2,66,6,0,5,0,6,1,0,8,10,1,-2,10,9,5,-2,1,7,1,2,2
901816,38,2,-2,135,9,105,5,0,5,2,0,8,10,,,,,,,,,,,2
901820,39,2,2014,41,6,0,4,0,3,3,-2,0,5,3,-2,0,4,,,,,,4,-2
901821,39,2,-2,197,6,50,4,5,2,2,5,,6,2,-2,4,5,3,6,0,5,2,2,-2
901823,39,2,1987,-3,6,0,,,,,,,,,,,,,,,,,,-2
901825,39,1,-2,-3,6,150,4,-2,10,2,-2,20,-2,1,-2,20,-2,4,-2,14,4,1,0,-2
901830,38,1,-2,88,9,110,,,,,,,,,,,,,,,,,,-2
901832,39,2,-2,-3,2,65,,0,,4,,0,,,,,,,,,,,,-2
901839,39,1,-2,-3,3,115,4,0,5,3,0,5,5,-30,-30,2,-30,3,-2,0,4,1,2,-2
901842,39,1,2011,-3,6,220,2,0,20,2,-2,2,6,5,-2,,6,,,,,,2,-2
901847,39,2,-2,88,4,0,5,0,3,1,0,1,6,2,-2,1,7,5,-2,12,6,2,3,3
901852,38,2,-2,73,4,0,,0,,2,0,,0,,,,,,,,,,,-2
901856,39,2,2004,49,4,25,,,,,,,,,,,,,,,,,,-2
901860,39,2,2004,174,8,100,,,,,,,,,,,,,,,,,,2
901862,38,2,-2,41,6,85,5,0,2,2,-5,1,-5,1,-2,1,6,5,4,4,5,3,2,-2
901864,39,2,-2,52,6,0,5,0,3,1,0,3,6,1,-2,4,8,5,-2,0,8,1,2,2
901868,38,1,2000,52,6,110,2,-2,8,,,,,,,,,,,,,,,-2
901871,39,1,1973,38,3,-3,,,,,,,,,,,,,,,,,,-3
901876,39,2,-2,63,5,0,2,4,1,2,0,2,11,,,,,,,,,,,-2
901879,39,1,-2,94,9,-3,4,0,3,2,0,8,11,3,-2,16,11,4,-2,4,12,1,3,4
901886,40,2,-2,71,6,28,5,0,2,1,0,2,10,2,-2,4,8,5,-2,2,7,3,6,2
901887,39,1,-2,83,2,149,4,0,3,1,0,1,11,,,,,,,,,,,-2
901892,39,1,2008,44,6,52,5,0,0,2,0,1,7,,,,,,,,,,,-2
